N,P,K,temperature,humidity,ph,rainfall,label
74,46,45,25.75734909,88.36668522,6.025028997000001,189.4263485,jute
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
84,36,28,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
5,74,21,16.24469193,21.35793891,5.591704013999999,66.97053257,kidneybeans
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
114,21,55,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
94,91,51,29.16093424,76.67484233,5.6180944460000015,109.575944,banana
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
33,138,198,22.29423493,90.69033986,6.222390797999999,122.7418744,apple
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
29,77,75,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
69,57,35,24.30748599,78.54340987,6.1868143920000005,186.2337571,jute
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
15,133,199,23.99686172,91.61001707,5.8247786360000005,117.6102915,apple
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
90,50,44,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,apple
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
40,136,202,22.85267372,94.57645809999998,5.935336307999999,117.53140259999998,apple
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas
117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
33,12,8,25.26052689,90.31153735,6.822282114,117.36952959999998,orange
84,37,42,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
111,88,55,29.44795403,78.34971537,5.505393832999999,96.45042585,banana
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil
43,79,79,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
97,12,47,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil
37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,kidneybeans
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
108,24,31,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee
27,120,200,21.45278675,90.74531921,6.1102188260000005,116.7036582,apple
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
30,143,199,23.76881552,90.59810302,5.7983508000000015,102.2648546,apple
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,orange
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
32,141,203,21.25941052,92.84416234,5.821347769,109.06584709999998,apple
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram
0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
28,130,196,22.13450646,94.67695747,6.062356467000001,112.9203223,apple
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
18,14,11,28.04799508,90.00621688,6.550814117000001,117.1311498,orange
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
33,121,203,22.45696744,94.76285385,5.6059340870000005,114.8407725,apple
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
27,59,22,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
9,11,8,24.85903405,94.39000473,6.559236744,111.78037340000002,orange
17,136,196,23.87192332,90.49939035,5.882155987999999,103.0548094,apple
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
1,124,199,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut
103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans
93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
20,7,9,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil
100,58,41,23.17403323,87.88255345,6.6587699910000016,160.6217342,jute
54,61,77,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram
31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
117,30,50,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
63,47,35,26.98582182,89.05587886,7.432768147000001,193.8778713,jute
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
82,29,35,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
11,61,21,18.62328774,23.02410338,5.532100554,135.33780330000002,kidneybeans
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil
89,52,45,24.89326318,77.01222585,7.207457207999999,196.469984,jute
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
